city,city_name,event_name,url,fee,date,join_cnt
beijing,北京,中秋假期| 浪漫月坨岛·住宿岛上| 别样风情·家庭度假、情侣约会首选地,https://www.douban.com/event/32689871/,599元(活动费用),2019-08-15T07:30:00,6
beijing,北京,玉龙湾滑雪场最低149元，畅玩一整日！,https://www.douban.com/event/29928133/,149元(车费＋门票),2019-10-20T07:30:00,1
beijing,北京,美国心脏协会AHA-HS拯救心脏认证课程报名,https://www.douban.com/event/32575704/,1280.0元(人均),2019-07-27T09:00:00,2
beijing,北京,演讲：克服紧张、从容上台，思考清晰、表达有力,https://www.douban.com/event/32697342/,20元(场地费),2019-08-31T14:00:00,1
beijing,北京,Diy108颗手串体验!,https://www.douban.com/event/31166598/,80元(材料费),2019-08-16T14:00:00,1
beijing,北京,所谓 高情商——就是学会好好说话   体验课,https://www.douban.com/event/32576107/,免费,2019-08-30T19:00:00,3
beijing,北京,悲伤玩具乐队《悲伤游乐园》2019巡演 北京站 (Rock),https://www.douban.com/event/32697647/,60元(预售),2019-09-15T21:00:00,4
beijing,北京,展览交易会-2019北京文化艺术产品博览会,https://www.douban.com/event/31455610/,免费,2019-10-24T09:30:00,3
beijing,北京,李瑞年油画陈列展,https://www.douban.com/event/32581506/,免费,2019-07-20T10:00:00,4
beijing,北京,伊冯娜·雷纳与文慧：舞蹈即存在,https://www.douban.com/event/32707662/,10元(成人票),2019-08-24T14:00:00,2
beijing,北京,《植物能量 香养健康》雅集!,https://www.douban.com/event/31572932/,50元(门票),2019-09-05T14:00:00,1
beijing,北京,歌剧电影《塞维利亚理发师》展映,https://www.douban.com/event/32591668/,47 - 96元,2019-10-15T19:00:00,2
beijing,北京,白盒子展讯 |桑迪亚哥·达涅兹（Santiago Ydá?ez）：回到自然,https://www.douban.com/event/32724035/,10.0元(人均),2019-08-29T15:00:00,1
beijing,北京,"周末在闲暇的时光里,一起来玩狼人杀",https://www.douban.com/event/31380251/,免费,2019-11-02T14:00:00,2
beijing,北京,“老骥伏枥，天生我材”项目义工招募（通州区）,https://www.douban.com/event/32424123/,免费,2019-09-01T08:30:00,4
beijing,北京,majiko まじ娘北京专场巡演,https://www.douban.com/event/32622682/,450 - 475元,2019-10-20T20:00:00,0
beijing,北京,【09.07周六】偶遇?百里画廊骑行｜48公里环线休闲骑游-赏醉美延庆山,https://www.douban.com/event/32744116/,258.0元(人均),2019-08-31T07:00:00,5
beijing,北京,周末花聚花艺派对!,https://www.douban.com/event/31448548/,298元(体验价),2019-09-12T14:00:00,1
beijing,北京,棒球体验活动（欢迎零基础报名参加）,https://www.douban.com/event/32437034/,65.0元(人均),2019-08-04T08:30:00,2
beijing,北京,#免票# 蘑菇周日午后音乐会,https://www.douban.com/event/32629445/,免费,2019-08-04T16:30:00,2
beijing,北京,"阿根廷多器乐打击乐演奏家 Pablo La Porta (AR, Multi-Instrument)",https://www.douban.com/event/32747017/,50元(预售),2019-09-22T15:00:00,2
beijing,北京,崇礼多乐滑雪，免费教学单板滑雪，双板滑雪，不走夜车住宿两晚！,https://www.douban.com/event/31454906/,320元(报名费),2019-11-02T08:00:00,3
beijing,北京,English Offline Park 线下英语口语角（北京地区）,https://www.douban.com/event/32467151/,免费,2019-07-20T16:00:00,2
beijing,北京,光影·遗珍——摄影师镜头中的智化寺,https://www.douban.com/event/32630970/,20.00元(智化寺门票),2019-08-01T08:30:00,3
beijing,北京,读书沙龙，遇见好书好故事,https://www.douban.com/event/32750830/,免费,2019-09-01T14:00:00,2
beijing,北京,QBZ95步枪实弹射击，吃特色春饼宴，峡谷穿越活动！,https://www.douban.com/event/31479502/,380元(会员价),2019-08-02T07:30:00,1
beijing,北京,越夜越美丽北京工体夜店蹦迪热舞狂欢趴,https://www.douban.com/event/32518326/,398元(男士)起,2019-09-12T22:00:00,2
beijing,北京,多媒体科幻《三体I 地球往事》,https://www.douban.com/event/32634462/,206 - 906元,2019-09-26T19:30:00,1
beijing,北京,万紫千红——中国古代花木题材文物特展,https://www.douban.com/event/32765058/,60.00元(故宫门票),2019-09-03T08:30:00,2
beijing,北京,周六@ 这个冬天不太冷，来温莎KTV聚会吧！,https://www.douban.com/event/31579222/,35元(门票),2019-11-08T11:00:00,5
beijing,北京,从心理学角度解开你的沟通模式的卡点,https://www.douban.com/event/32520474/,免费,2019-07-17T14:00:00,2
beijing,北京,用魔术塑造一个有趣的人,https://www.douban.com/event/32651152/,免费,2019-08-10T15:00:00,3
beijing,北京,【异想穿越】插画家GongKan的黑洞之旅,https://www.douban.com/event/32766996/,免费,2019-09-06T10:00:00,3
beijing,北京,仅35元！！桌游狼人杀！红包狼王拿！!,https://www.douban.com/event/31596592/,免费,2019-09-20T13:30:00,3
beijing,北京,跳出舒适的关系网，邂逅有趣的灵魂圈！,https://www.douban.com/event/32548432/,免费,2019-09-01T13:00:00,1
beijing,北京,外语---线下英语口语角 English Corner 北京地区（纯英文交流）,https://www.douban.com/event/32665060/,免费,2019-10-19T16:00:00,2
beijing,北京,ttg 拉杆箱市集 vol.12 错列宇宙 @银河社区,https://www.douban.com/event/32770241/,9.9元(人均),2019-09-13T14:00:00,5
beijing,北京,免费学素描！！！北京零基础免费素描体验课！,https://www.douban.com/event/31653059/,免费,2019-09-11T16:00:00,2
beijing,北京,传统四合院风水设计与改造重点,https://www.douban.com/event/32558312/,免费,2019-07-21T14:00:00,2
beijing,北京,塔罗占卜|你是谁、想成为谁、要找到谁？,https://www.douban.com/event/32672768/,免费,2019-08-11T00:00:00,1
beijing,北京,SHARELAND：乐园」 日本插画艺术家 JUN OSON中国首展,https://www.douban.com/event/32770774/,免费,2019-08-19T10:00:00,3
beijing,北京,你想打羽毛球啦，一起来玩吧！,https://www.douban.com/event/31682416/,50元(门票),2019-07-19T14:00:00,3
beijing,北京,《财商中最重要的事》系列分享,https://www.douban.com/event/32568517/,38元(财商分享),2019-07-19T19:00:00,2
beijing,北京,奥森羽毛球馆－羽毛球交友聚会Party （每周二、四）,https://www.douban.com/event/32675211/,30.0元(人均),2019-08-13T19:00:00,2
beijing,北京,《婚恋与法律》主题讲座,https://www.douban.com/event/32774571/,免费,2019-09-05T18:00:00,3
beijing,北京,FIEC金融投资者教育大会-北京,https://www.douban.com/event/31968352/,免费,2019-09-23T09:00:00,1
beijing,北京,【北京站】北京奇葩减压馆--36项奇葩体验,https://www.douban.com/event/32572410/,58元(早鸟票),2019-08-03T10:00:00,3
beijing,北京,帝都女神打造计划—— 带你玩转化妆&服装搭配,https://www.douban.com/event/32680713/,免费,2019-08-27T09:00:00,3
beijing,北京,第八届中国北京国际美术双年展社交约展,https://www.douban.com/event/32781498/,免费,2019-08-30T09:00:00,1
beijing,北京,#免票# <BUA SEVEN>吉他社 —— 每周三蘑菇弹唱会,https://www.douban.com/event/32106993/,免费,2019-07-24T20:30:00,1
beijing,北京,【北京】柒情陆欲,https://www.douban.com/event/32580294/,38元(早鸟票),2019-07-20T10:00:00,5
beijing,北京,公众演讲、沟通管理——自信表达练习体验课,https://www.douban.com/event/32687837/,免费,2019-08-18T19:00:00,2
beijing,北京,这个假期 一起手作吧！,https://www.douban.com/event/32791763/,15元(报名费（活动后返还）),2019-09-15T14:00:00,4
beijing,北京,THEORY OF COLOUR | 色彩和颜料：画“写实感”的彩色世界,https://www.douban.com/event/32114010/,2700元(20次（60小时）)起,2019-07-20T10:00:00,3
beijing,北京,十分钟教会你制作一条小黑裙,https://www.douban.com/event/32584239/,免费,2019-08-01T09:30:00,1
beijing,北京,古都新韵——庆祝新中国成立70周年北京街巷胡同风貌展,https://www.douban.com/event/32703577/,免费,2019-08-19T09:30:00,3
beijing,北京,【北京站】10月3号国庆家博会,https://www.douban.com/event/32796671/,免费,2019-10-03T09:30:00,2
beijing,北京,特惠！！剑道，最in的室内潮玩体验！,https://www.douban.com/event/32169848/,40元(便装体验)起,2019-07-24T17:30:00,2
beijing,北京,手作木艺——琢磨沉静时光，体验修心的木作,https://www.douban.com/event/32606935/,99元(费用(不同课不同价）),2019-08-03T13:30:00,2
beijing,北京,以色列融合世界音乐 Blue Desert - Yossi Fine & Ben Aylon,https://www.douban.com/event/32716385/,60元(预售),2019-09-12T21:00:00,1
beijing,北京,为家乡打开一扇看世界的窗｜《回家乡建一座图书馆》 北京读者分享会,https://www.douban.com/event/32804013/,免费,2019-09-21T15:00:00,1
beijing,北京,2019第35届北京美博会（秋季,https://www.douban.com/event/32172942/,免费,2019-10-11T09:00:00,1
beijing,北京,《权力的游戏》电声视听音乐会,https://www.douban.com/event/32607339/,170 - 609元,2019-11-02T19:30:00,3
beijing,北京,教你30分钟读完一本书●任何课程一遍就能学会,https://www.douban.com/event/32722093/,免费,2019-08-24T13:30:00,2
beijing,北京,穿越桃源仙谷，体验冰屋，做一次爱斯基摩人！,https://www.douban.com/event/29963319/,60元(活动费用),2019-10-20T07:30:00,2
beijing,北京,长柄流苏团扇制作,https://www.douban.com/event/32244406/,68元(     材料费),2019-10-18T10:00:00,1
beijing,北京,印?中国珠宝首饰设计与制作大赛作品征集,https://www.douban.com/event/32615051/,免费,2019-08-01T14:00:00,2
beijing,北京,【北京】2019爱丁堡前沿剧展·经典剧目《安提戈涅》,https://www.douban.com/event/32737924/,100元起,2019-11-05T19:30:00,2
beijing,北京,洞穴探险spelunk】周六探索老道洞，地下世界初体验！,https://www.douban.com/event/30241461/,280元(报名费),2019-09-01T07:30:00,3
beijing,北京,北京写真约拍,https://www.douban.com/event/32257173/,500.0元(人均),2019-07-29T08:00:00,1
beijing,北京,西直门遇见电影之夜,https://www.douban.com/event/32618382/,免费,2019-08-01T19:00:00,1
beijing,北京,我帮你开个店,https://www.douban.com/event/32740219/,免费,2019-08-27T00:00:00,1
beijing,北京,寻觅京北大峡谷，来次释放自我的桥降之旅！,https://www.douban.com/event/31294640/,免费,2019-08-15T07:30:00,2
beijing,北京,2019北京人工智能展览会暨北京科技大会,https://www.douban.com/event/32368923/,免费,2019-10-24T08:00:00,4
beijing,北京,挚爱肖邦—肖邦钢琴独奏曲全集音乐会之七,https://www.douban.com/event/32620920/,50 - 399元,2019-10-30T19:30:00,2
beijing,北京,公益活动-人类图-活出你的天赋和才华,https://www.douban.com/event/32742088/,免费,2019-09-03T11:00:00,3
beijing,北京,纪念邓丽君中秋音乐会,https://www.douban.com/event/32192185/,78 - 643元,2019-09-13T19:30:00,0
beijing,北京,心理资本委员会~爱自己,https://www.douban.com/event/32664693/,10元(占位费),2019-08-14T18:30:00,2
beijing,北京,王狼狗个人项目｜《艺术家找工作》,https://www.douban.com/event/32742158/,免费,2019-09-01T15:00:00,1
beijing,北京,专业高手的三项修炼,https://www.douban.com/event/32287734/,免费,2019-08-17T14:00:00,3
beijing,北京,樊登力荐，全美畅销500万册的沟通秘籍——《关键对话》读书会,https://www.douban.com/event/32669965/,免费,2019-08-24T20:00:00,1
beijing,北京,北京 捷克国家芭蕾舞团《舞姬》,https://www.douban.com/event/32745482/,100 - 692元,2019-10-31T19:30:00,0
beijing,北京,凤雅学堂~易经实习课！,https://www.douban.com/event/32315111/,58元(材料+场地费),2019-09-13T09:30:00,1
beijing,北京,不可能的艺术—纪念碑谷2视错觉主题艺术展,https://www.douban.com/event/32670165/,免费,2019-08-24T10:30:00,2
beijing,北京,北京爱美女人的选择——《女性形象密码》,https://www.douban.com/event/32748239/,68元(场地费),2019-09-08T09:00:00,2
beijing,北京,台球技能分享（欢迎零基础报名参加）,https://www.douban.com/event/32437131/,40.0元(人均),2019-08-04T08:30:00,1
beijing,北京,不可能的艺术—纪念碑谷2视错觉主题艺术展,https://www.douban.com/event/32670993/,58元(早鸟票),2019-08-24T10:30:00,3
beijing,北京,法语音乐剧《摇滚红与黑》-北京站,https://www.douban.com/event/32748676/,180元(票价)起,2019-10-25T19:30:00,3
beijing,北京,风雪大五台，五台山逆时针朝台活动！,https://www.douban.com/event/29963252/,180元(报名费),2019-11-01T07:30:00,1
beijing,北京,英国书屋剧院英美女性经典系列《呼啸山庄》,https://www.douban.com/event/32438543/,169 - 353元,2019-10-18T19:30:00,1
beijing,北京,【猫馆】不会魔法也可以来一杯哈利波特同款的黄油啤酒~,https://www.douban.com/event/32673854/,免费,2019-08-13T18:30:00,2
beijing,北京,抑郁状态评估，用人工智能来评测您的心理健康状况,https://www.douban.com/event/32750084/,免费,2019-08-30T02:00:00,1
beijing,北京,周六/周日 徒步北京最美乡村，有山有水有长城！！,https://www.douban.com/event/31204027/,69元(车费活动费),2019-08-24T07:30:00,1
beijing,北京,中国戏剧新经典《北京人》,https://www.douban.com/event/32470684/,80 - 583元,2019-09-20T19:30:00,4
beijing,北京,速度与激情.特别行动---海淀区学院南路深影国际影城,https://www.douban.com/event/32683156/,19.9元(成人票)起,2019-09-09T16:30:00,4
beijing,北京,omegagroup副业赚钱项目分享会—区块链财富,https://www.douban.com/event/32753517/,免费,2019-08-30T14:00:00,1
beijing,北京,绝壁舞蹈飞拉达，空中飞人之溜索体验，你敢来吗？,https://www.douban.com/event/31216958/,70元(报名费),2019-07-30T07:30:00,2
beijing,北京,【约拍】独立摄影师长期约拍，愿你成为我眼里最美的姑娘。,https://www.douban.com/event/32532598/,免费,2019-08-08T09:00:00,3
beijing,北京,罗马尼亚油画大师柯尔内留·巴巴作品中国巡展—北京,https://www.douban.com/event/32699539/,50元(成人票)起,2019-08-24T09:00:00,3
beijing,北京,在胡同拍Vlog视频和照片,https://www.douban.com/event/32762662/,399.0元(人均),2019-09-01T15:00:00,4
beijing,北京,英文分享会 | Hingi带你“酱油”(这样子游)加州！,https://www.douban.com/event/31227370/,19.9元(单人票),2019-08-15T13:00:00,1
beijing,北京,2019中秋佳节京剧名家名段演唱会,https://www.douban.com/event/32539122/,80 - 506元,2019-09-13T19:30:00,2
beijing,北京,波兰羊之歌剧团 音乐戏剧《李尔之歌》,https://www.douban.com/event/32704547/,680元(最高票价),2019-10-19T19:30:00,3
beijing,北京,【9月电影】犯罪/动作/惊悚电影作品展映月,https://www.douban.com/event/32781634/,免费,2019-09-06T19:00:00,4
beijing,北京,谋杀之谜桌游局￥10！,https://www.douban.com/event/31294606/,10元(报名费),2019-08-01T14:00:00,2
beijing,北京,用口才打开你的新世界——口才演说公开课,https://www.douban.com/event/32550643/,免费,2019-07-21T13:30:00,2
beijing,北京,北京站  百老汇实验剧《疯狂实验室》,https://www.douban.com/event/32707103/,46 - 180元,2019-08-17T16:30:00,3
beijing,北京,观影|剧情片<啊，男孩>完整放映,https://www.douban.com/event/32791455/,免费,2019-09-15T20:00:00,3
beijing,北京,周六：清东陵徒步用脚步丈量历史，健走10公里 挑战24公里一日活动！,https://www.douban.com/event/31531830/,118元(报名费),2019-11-02T07:30:00,2
beijing,北京,特价外教课，半年彻底告别哑巴英语,https://www.douban.com/event/32557140/,50元(每小时),2019-07-16T19:00:00,1
beijing,北京,【2019仙童版】原创编导李国修 话剧《三人行不行》,https://www.douban.com/event/32709068/,90元(100)起,2019-09-05T19:30:00,4
beijing,北京,218視覺工廠9.9-9.13观影活动,https://www.douban.com/event/32792306/,35.0元(人均),2019-09-09T19:00:00,2
beijing,北京,大型互动舞台剧《绿野仙踪》,https://www.douban.com/event/31545777/,免费,2019-09-30T10:30:00,3
beijing,北京,北京奇葩减压馆--36项奇葩体验,https://www.douban.com/event/32562190/,58元(早鸟票58)起,2019-08-03T10:00:00,3
beijing,北京,深度社交体验式,https://www.douban.com/event/32712287/,88元(单人票)起,2019-08-25T14:00:00,2
beijing,北京,夜游798艺术区！暴走看展，免费报名,https://www.douban.com/event/32797525/,免费,2019-09-10T00:30:00,3
beijing,北京,每周读书会---《零工經濟來了》共讀會！,https://www.douban.com/event/31552955/,40元(场地费),2019-08-22T14:00:00,2
beijing,北京,打羽毛球-用汗水挥洒阴霾,https://www.douban.com/event/32610786/,39元(报名费),2019-08-03T15:00:00,2
beijing,北京,《一刻》嘉宾招募，分享你的故事，记录你的生活,https://www.douban.com/event/32728909/,免费,2019-08-25T10:00:00,1
beijing,北京,胡同营造,https://www.douban.com/event/32800023/,免费,2019-09-10T10:00:00,3
beijing,北京,凤雅学堂:《诗经》与当代生活！！,https://www.douban.com/event/31605521/,10元(特价),2019-09-10T19:00:00,1
beijing,北京,中国竹笛乐团民族室内乐音乐会,https://www.douban.com/event/32613885/,80 - 630元,2019-09-12T19:30:00,1
beijing,北京,《每周一画》活动招募学员！旅美艺术家亲自授课！,https://www.douban.com/event/32730135/,2400.0元(人均),2019-09-01T09:30:00,2
beijing,北京,2019 FIRST最佳纪录片《世外桃源》影迷聚会,https://www.douban.com/event/32800197/,60元(观影活动票),2019-09-14T13:00:00,4
beijing,北京,合气道，防身必备技能！,https://www.douban.com/event/31743159/,40元(体验课),2019-08-01T13:00:00,3
beijing,北京,softlove|生命，需要柔软的爱,https://www.douban.com/event/32635925/,68元(早鸟票)起,2019-08-28T10:00:00,3
beijing,北京,开票复调音乐戏剧《野孩子飞》记起每一个生命，都是独一无二的存在,https://www.douban.com/event/32732560/,100元(惠民票)起,2019-09-20T14:30:00,3
beijing,北京,周六晚！蹦趴狂欢夜｜电音蹦迪-酒水畅饮-枕头大战-VICS包场！,https://www.douban.com/event/31830755/,89元(门票),2019-09-15T21:30:00,2
beijing,北京,中超联赛第26场北京国安VS上海上港,https://www.douban.com/event/32637904/,120 - 500元,2019-10-19T19:35:00,1
beijing,北京,第二届当代青年陶艺双年展（提名）,https://www.douban.com/event/32736648/,免费,2019-09-01T10:00:00,1
beijing,北京,光影记忆2019--楚九,https://www.douban.com/event/31990124/,免费,2019-08-01T00:00:00,2
beijing,北京,周末，海坨山谷露营季｜音乐节｜星光、云海、银河，去瑞士小镇露营,https://www.douban.com/event/32644362/,198.0元(人均),2019-08-10T07:30:00,2
beijing,北京,【中秋】【国庆】星空做被，浪漫十万光年自由行,https://www.douban.com/event/32741768/,688元(车费住宿),2019-09-13T07:00:00,1
beijing,北京,特惠128元华北地区最大冰瀑布之 龙居冰瀑 冰洞 冰树林 一日户外活动!,https://www.douban.com/event/31682405/,128元(活动费用),2019-11-01T07:30:00,1
beijing,北京,BJADV头马英语演讲,https://www.douban.com/event/32526162/,免费,2019-07-14T10:00:00,2
beijing,北京,你的讲话为什么紧张？（演说与口才）,https://www.douban.com/event/32592899/,免费,2019-08-02T18:30:00,2
beijing,北京,沉浸式艺术娱乐展《幻境星辰展》,https://www.douban.com/event/32670196/,29元(活动价),2019-08-07T10:00:00,1
beijing,北京,DIY零基础国画手绘公益课--自己画个包包！做一回设计师。（第4-8期）,https://www.douban.com/event/32727337/,38元(材料费),2019-08-25T09:30:00,2
beijing,北京,“2019第三届老舍戏剧节”法国诺诺剧团《等待戈多》,https://www.douban.com/event/32785600/,680元(最高票价),2019-11-01T19:30:00,2
beijing,北京,书法课！横竖撇捺写人生 感受书法艺术魅力!,https://www.douban.com/event/31682420/,30元(体验票),2019-06-20T15:00:00,1
beijing,北京,周末一起去展览&博物馆,https://www.douban.com/event/32535634/,免费,2019-07-12T10:00:00,1
beijing,北京,【海坨山谷露营】邂逅瑞士小镇海坨山谷，体验高山草甸露营！,https://www.douban.com/event/32606547/,198元(活动费用),2019-07-26T07:30:00,2
beijing,北京,北京 话剧：《碧血丹心大将军》,https://www.douban.com/event/32673187/,120 - 288元,2019-09-04T19:30:00,4
beijing,北京,陈英在京首次个展将于2019年8月28日下午开幕,https://www.douban.com/event/32729913/,免费,2019-08-28T11:00:00,1
beijing,北京,张昆导演《荒草丛生》电影首映暨映后沙龙,https://www.douban.com/event/32793899/,35元(普通票),2019-09-15T18:30:00,2
beijing,北京,Xmas音乐节 | 圣诞前夜 来点不一'Young'！,https://www.douban.com/event/31682435/,129元(早鸟票)起,2019-11-10T22:00:00,2
beijing,北京,乌兰布统·公主湖·越野车穿越·蒙古体验·清凉一夏,https://www.douban.com/event/32541234/,499元(成人价),2019-07-19T19:30:00,3
beijing,北京,奇妙的不确定性 Intriguing Uncertainties,https://www.douban.com/event/32609229/,免费,2019-08-01T18:30:00,3
beijing,北京,10.1-10.7 国庆节  香格里拉 梅里雪山 雨崩徒步,https://www.douban.com/event/32688327/,2680元(活动费),2019-10-01T06:00:00,2
beijing,北京,线下读书会,https://www.douban.com/event/32735461/,免费,2019-09-01T15:00:00,1
beijing,北京,9月15日活动预告丨郑天然：烘培＆营养分享品鉴——食用油篇,https://www.douban.com/event/32794050/,免费,2019-09-15T14:00:00,1
beijing,北京,北京！！！过年不回家的童鞋看过来！！,https://www.douban.com/event/31818931/,免费,2019-12-26T10:00:00,7
beijing,北京,【创业者必备】六大讲话思维和三大管理体系,https://www.douban.com/event/32550447/,免费,2019-07-17T18:30:00,1
beijing,北京,青少年马术教学试骑活动,https://www.douban.com/event/32612415/,19.9元(体验票),2019-07-28T08:00:00,4
beijing,北京,你有剧本吗？需要大家帮你围读吗？,https://www.douban.com/event/32689140/,免费,2019-09-20T14:00:00,2
beijing,北京,周末狼人杀烧脑局,https://www.douban.com/event/32738075/,29元(欢乐票),2019-09-01T13:00:00,1
beijing,北京,四季影展2019秋 语言的转码 先行活动 万玛才旦谈文本与影像,https://www.douban.com/event/32803019/,100元(会员),2019-09-15T02:00:00,4
beijing,北京,北灵~柏峪穿越，高山草甸户外风光！,https://www.douban.com/event/30438973/,89元(会员),2019-06-20T07:30:00,1
beijing,北京,和外国人一起打台球,https://www.douban.com/event/32090049/,50元(每小时),2019-07-11T19:00:00,2
beijing,北京,托尼奖史诗音乐剧《泰坦尼克号》,https://www.douban.com/event/32550979/,99 - 1672元,2019-11-12T19:30:00,4
beijing,北京,孟京辉经典戏剧作品《两只狗的生活意见》,https://www.douban.com/event/32613812/,145 - 388元,2019-09-24T19:30:00,0
beijing,北京,篆刻小小，天地方寸,https://www.douban.com/event/32692586/,168元(零基础单人篆刻体验),2019-08-16T13:30:00,1
beijing,北京,狼人杀长期招募！！,https://www.douban.com/event/32745935/,免费,2019-08-16T13:00:00,2
beijing,北京,周六挑战|即将消失的驴友路线—大美箭扣野长城！,https://www.douban.com/event/31176324/,75元(报名费),2019-08-26T08:30:00,1
beijing,北京,■ 工笔花鸟与山水课程,https://www.douban.com/event/32194281/,2600元(10次),2019-07-04T13:30:00,2
beijing,北京,邀你喝茶，一起来学《幸福课》,https://www.douban.com/event/32557522/,28元(茶水),2019-08-04T09:00:00,2
beijing,北京,恩 来拍照吧“有些事现在不去做，就再也没机会做了”,https://www.douban.com/event/32614019/,50.0元(人均),2019-07-29T07:00:00,2
beijing,北京,零基础油画/水彩,https://www.douban.com/event/32692825/,168元(零基础油画30*40)起,2019-08-16T10:00:00,1
beijing,北京,"挪威爵士组合 NYPAN TRIO (NOR, Jazz)",https://www.douban.com/event/32746840/,60元(预售),2019-09-17T21:00:00,1
beijing,北京,北京油画爱好者交流！,https://www.douban.com/event/31205789/,2800元(学费),2019-07-18T14:00:00,3
beijing,北京,#特惠#【笑坊脱口秀】三里屯周五爆笑夜现场！,https://www.douban.com/event/32203559/,50元(限时优惠票),2019-09-20T19:30:00,1
beijing,北京,美丽中国 色彩意象中的世界,https://www.douban.com/event/32559437/,免费,2019-07-17T09:00:00,1
beijing,北京,铁臂阿童木 AI最初幻想【DM】,https://www.douban.com/event/32617075/,68元(早鸟票（8月18日前使用）)起,2019-08-12T10:00:00,2
beijing,北京,宋庄当代艺术文献馆“潜行者计划”No.1——刘水洋：物质不灭,https://www.douban.com/event/32694785/,免费,2019-08-20T09:30:00,1
beijing,北京,一个人的北京-摄影师刘夏,https://www.douban.com/event/32752838/,免费,2019-08-30T05:00:00,2
beijing,北京,鸟巢？水立方？时间待解锁来打搏击操！！,https://www.douban.com/event/31254915/,免费,2019-08-22T13:00:00,2
beijing,北京,两小时让你小白变身专业调酒师!,https://www.douban.com/event/32219406/,159元(专业调酒课程票),2019-10-17T14:00:00,2
beijing,北京,金石篆刻体验活动！,https://www.douban.com/event/32560217/,98元(材料),2019-07-17T14:00:00,2
beijing,北京,春江花月夜—经典名曲中秋交响音乐会,https://www.douban.com/event/32619523/,50 - 878元,2019-09-12T19:30:00,1
beijing,北京,拒绝无用社交！深度链接100个同城行业达人,https://www.douban.com/event/32696130/,免费,2019-08-01T00:00:00,1
beijing,北京,北京外事咖啡课堂9、10月培训新班,https://www.douban.com/event/32758939/,1500元(学费),2019-09-01T08:30:00,1
beijing,北京,合气道，防身防狼 主题活动课！,https://www.douban.com/event/31312332/,30元(报名费),2019-09-05T19:00:00,2
beijing,北京,2019年北京10.24中国（科技产业）博览会,https://www.douban.com/event/32230127/,免费,2019-10-24T09:00:00,1
beijing,北京,今天，打造个人IP？,https://www.douban.com/event/32568702/,191元(打造个人IP),2019-07-28T14:00:00,3
beijing,北京,德国班贝格交响乐团音乐会,https://www.douban.com/event/32630007/,200 - 2086元,2019-11-01T19:30:00,1
beijing,北京,消费金融精英交流圈,https://www.douban.com/event/32697683/,免费,2019-08-17T15:00:00,2
beijing,北京,中央美术学院的艺术创造与美育影响,https://www.douban.com/event/32759087/,15元(全票)起,2019-09-01T09:30:00,1
beijing,北京,周日徒步北京教堂行（老少皆宜）,https://www.douban.com/event/31389427/,免费,2019-08-17T08:30:00,1
beijing,北京,相约星期二 | 生命故事沙龙,https://www.douban.com/event/32327433/,88.0元(人均),2019-08-06T10:00:00,1
beijing,北京,会议沟通：心态思维和逻辑思维--专项学习,https://www.douban.com/event/32569232/,免费,2019-07-20T10:00:00,1
beijing,北京,话剧：《广陵绝》,https://www.douban.com/event/32631022/,112 - 271元,2019-09-15T19:30:00,2
beijing,北京,西蒙?拉特爵士与伦敦交响乐团音乐会,https://www.douban.com/event/32700801/,380 - 1974元,2019-10-03T19:30:00,1
beijing,北京,公益西桥 专业书法学习,https://www.douban.com/event/32760243/,600元(儿童班（每月）)起,2019-09-05T09:30:00,2
beijing,北京,《第二曲線》共讀會！,https://www.douban.com/event/31406437/,40元(场地费),2019-08-01T13:00:00,1
beijing,北京,遇见深陷同一本书的人,https://www.douban.com/event/32336182/,免费,2019-09-01T14:30:00,1
beijing,北京,情感咨询+女性恋爱课程 | 觅得良人情感,https://www.douban.com/event/32573995/,免费,2019-07-18T10:00:00,2
beijing,北京,【资源共享】摄影大师荒木经惟写真集欣赏（第2期）,https://www.douban.com/event/32638484/,20.0元(人均),2019-08-01T19:30:00,1
beijing,北京,■ 阿公阿嬷带大 | 夏日好梦单元展,https://www.douban.com/event/32704354/,78.0元(人均),2019-08-10T10:00:00,2
beijing,北京,周末奥森做游戏交友,https://www.douban.com/event/32760829/,免费,2019-08-31T14:00:00,1
beijing,北京,周日谋杀之谜长藤古宅，剧本杀真人推理游戏!,https://www.douban.com/event/31448760/,99元(报名费),2019-07-25T14:00:00,1
beijing,北京,黄河·梁祝 中秋交响音乐会,https://www.douban.com/event/32353731/,198 - 609元,2019-09-12T19:30:00,1
beijing,北京,情感咨询+恋爱课程 | 觅得良人情感,https://www.douban.com/event/32574529/,免费,2019-07-18T10:00:00,1
beijing,北京,哲思会,https://www.douban.com/event/32647151/,免费,2019-08-10T14:30:00,3
beijing,北京,"「看不见的电影」声音雕塑默片现场配乐 (Experimental, Ambient)",https://www.douban.com/event/32716337/,60元(预售),2019-09-25T21:00:00,3
beijing,北京,马修·巴尼：堡垒 美国当代鬼才艺术家首次中国个展亮相UCCA,https://www.douban.com/event/32762468/,80元(早鸟票（展期通票）),2019-09-28T10:00:00,2
beijing,北京,免门票！！！ 北方黄山，白石山，太行之首，悬空栈道一日户外活动！,https://www.douban.com/event/31460171/,128元(超值价),2019-06-20T07:30:00,3
beijing,北京,肆号院艺术工作室“开放日”,https://www.douban.com/event/32396056/,免费,2019-06-18T10:00:00,1
beijing,北京,29.9元体验三小时素描课！,https://www.douban.com/event/32577490/,29.9元(体验价),2019-07-19T13:00:00,2
